,SHEETBAR,TN,TP,TEMP,DO,TURB,COND,VEL,SS,WDP,CHLcal,SECCHI,LONGITUDE,LATITUDE,DATE,FLDNUM,LOCATCD,STRATUM,YEAR,PREDICTED_TN,PREDICTED_TP
2037,41009052,3.86,0.032,7.8,11.3,5.0,608.0,,11.6,0.98,7.6315,98.0,-91.927464876255,44.2918850692161,11/02/1999,1,ZM00.1M,,1999,3.86,0.032
2038,41009056,1.487,0.104,8.6,10.9,13.0,313.0,,16.0,2.8,27.3766,59.0,-91.9194452714098,44.3245533232048,11/02/1999,1,M752.8Z,,1999,1.487,0.104
2039,41009057,1.441,0.111,8.4,10.5,12.0,371.0,,11.3,4.7,6.2896,68.0,-91.9238723691241,44.3231816562913,11/02/1999,1,M752.8Y,,1999,1.441,0.111
2040,41009058,1.55,0.109,9.6,10.8,12.0,332.0,,13.0,3.6,17.50405,68.0,-91.8805425583996,44.2611846511353,11/02/1999,1,M746.9Y,,1999,1.55,0.109
2041,41009059,1.54,0.101,9.7,10.4,9.0,383.0,,7.5,6.3,8.11075,81.0,-92.1340042423484,44.4232707508319,11/03/1999,1,M766.0I,,1999,1.54,0.101
2042,41009061,1.427,0.102,8.4,10.9,7.0,370.0,0.09,5.5,1.8,4.1809,122.0,-91.9329206186004,44.3269937729101,11/03/1999,1,M753.1X,,1999,1.427,0.102
2043,41009062,1.337,0.083,8.1,12.5,8.0,294.0,0.05,8.2,3.3,13.7659,91.0,-91.9650277809776,44.3797492094712,11/03/1999,1,M757.2Z,,1999,1.337,0.083
2044,41009063,1.24,0.052,7.2,12.5,4.0,157.0,,7.6,0.74,15.58705,74.0,-92.0841852655924,44.4101521483094,11/03/1999,1,CH00.1M,,1999,1.24,0.052
2045,41009064,1.547,0.107,9.0,10.3,9.0,379.0,,8.3,4.1,8.59,81.0,-92.100457850966,44.4121000425779,11/03/1999,1,M764.3A,,1999,1.547,0.107
2046,41009085,4.643,0.061,4.5,11.8,6.0,561.0,,14.0,,4.756,,-91.922129028355,44.2087004968765,11/16/1999,1,WW01.3M,,1999,4.643,0.061
2047,41009086,1.564,0.08,7.3,11.4,5.0,364.0,,5.3,,9.83605,,-91.8115154090745,44.1602915361276,11/16/1999,1,M738.2F,,1999,1.564,0.08
2048,41009087,1.594,0.076,7.4,11.3,4.0,383.0,0.42,4.5,1.5,5.3311,152.0,-91.8786171498415,44.2352729380653,11/16/1999,1,M745.2L,,1999,1.594,0.076
2049,41009088,1.555,0.075,7.4,11.4,4.0,376.0,0.18,3.7,1.8,4.66015,152.0,-91.8804483652946,44.2053915681163,11/16/1999,1,M743.0E,,1999,1.555,0.075
2050,41009089,1.875,0.079,6.0,14.3,8.0,395.0,0.2,9.9,1.1,30.92305,85.0,-91.8796291069656,44.2010710325737,11/16/1999,1,M742.6B,,1999,1.875,0.079
2051,41009093,1.365,0.073,8.0,11.6,4.0,336.0,,4.8,3.0,9.5485,149.0,-91.8805425583996,44.2611846511353,11/16/1999,1,M746.9Y,,1999,1.365,0.073
2052,41009094,1.402,0.077,6.7,11.5,5.0,310.0,,6.1,4.1,8.49415,132.0,-91.9194452714098,44.3245533232048,11/16/1999,1,M752.8Z,,1999,1.402,0.077
2053,41009095,1.417,0.081,7.6,10.5,4.0,382.0,,3.2,4.7,3.50995,161.0,-91.9238723691241,44.3231816562913,11/16/1999,1,M752.8Y,,1999,1.417,0.081
2054,41009096,4.06,0.033,6.0,12.5,4.0,609.0,0.62,8.8,0.53,4.9477,53.0,-91.927464876255,44.2918850692161,11/16/1999,1,ZM00.1M,,1999,4.06,0.033
2055,41009097,1.662,0.071,7.4,11.2,3.0,387.0,0.47,3.2,1.45,3.6058,145.0,-91.9006882148743,44.2618124654878,11/16/1999,1,M747.3R,,1999,1.662,0.071
2056,41009112,1.38,0.086,8.0,10.4,6.0,387.0,,5.4,5.9,7.72735,113.0,-92.1340042423484,44.4232707508319,11/18/1999,1,M766.0I,,1999,1.38,0.086
2057,41009114,1.399,0.086,8.0,9.9,6.0,386.0,,5.0,4.4,4.9477,125.0,-92.100457850966,44.4121000425779,11/18/1999,1,M764.3A,,1999,1.399,0.086
2058,41009119,1.344,0.045,5.2,12.0,3.0,183.0,,5.0,0.84,16.4497,84.0,-92.0841852655924,44.4101521483094,11/18/1999,1,CH00.1M,,1999,1.344,0.045
2059,41009120,1.28,0.057,6.0,12.6,4.0,282.0,,5.8,3.3,15.6829,139.0,-91.9650277809776,44.3797492094712,11/18/1999,1,M757.2Z,,1999,1.28,0.057
2060,41009121,1.327,0.082,7.4,11.0,4.0,386.0,0.04,4.2,2.0,2.16805,156.0,-91.9329206186004,44.3269937729101,11/18/1999,1,M753.1X,,1999,1.327,0.082
2061,41009124,1.632,0.075,3.3,13.1,3.0,361.0,,2.3,,5.9062,,-91.8115154090745,44.1602915361276,11/30/1999,1,M738.2F,,1999,1.632,0.075
2062,41009125,4.359,0.06,1.6,13.3,7.0,557.0,,11.1,,3.89335,,-91.922129028355,44.2087004968765,11/30/1999,1,WW01.3M,,1999,4.359,0.06
2063,41009126,1.787,0.075,3.5,12.6,3.0,384.0,0.5,3.0,1.4,4.1809,141.0,-91.9006882148743,44.2618124654878,11/30/1999,1,M747.3R,,1999,1.787,0.075
2064,41009127,1.716,0.073,3.5,12.7,3.0,373.0,0.38,2.9,1.6,3.6058,164.0,-91.8786171498415,44.2352729380653,11/30/1999,1,M745.2L,,1999,1.716,0.073
2065,41009128,2.613,0.07,1.6,15.2,7.0,446.0,0.22,8.5,1.2,10.98625,96.0,-91.8796291069656,44.2010710325737,11/30/1999,1,M742.6B,,1999,2.613,0.07
2066,41009129,2.286,0.075,1.5,13.5,5.0,401.0,0.1,5.8,2.0,9.3568,141.0,-91.8804483652946,44.2053915681163,11/30/1999,1,M743.0E,,1999,2.286,0.075
2067,41009130,1.531,0.084,4.0,13.1,4.0,314.0,,4.0,3.5,8.7817,155.0,-91.8805425583996,44.2611846511353,11/30/1999,1,M746.9Y,,1999,1.531,0.084
2068,41009131,1.437,0.078,3.9,12.1,2.0,378.0,,2.0,6.1,3.50995,200.0,-91.9238723691241,44.3231816562913,11/30/1999,1,M752.8Y,,1999,1.437,0.078
2069,41009135,1.466,0.073,2.2,13.3,7.0,277.0,,8.4,3.2,12.51985,109.0,-91.9194452714098,44.3245533232048,11/30/1999,1,M752.8Z,,1999,1.466,0.073
2070,41009136,4.773,0.062,1.8,13.8,4.0,608.0,0.37,9.0,0.54,4.756,54.0,-91.927464876255,44.2918850692161,11/30/1999,1,ZM00.1M,,1999,4.773,0.062
2071,41009153,1.502,0.091,4.8,11.5,5.0,393.0,,5.5,5.8,7.0564,149.0,-92.100457850966,44.4121000425779,12/02/1999,1,M764.3A,,1999,1.502,0.091
2072,41009155,1.405,0.05,3.2,12.7,4.0,175.0,,4.8,0.61,12.51985,61.0,-92.0841852655924,44.4101521483094,12/02/1999,1,CH00.1M,,1999,1.405,0.05
2073,41009159,1.44,0.08,4.2,12.2,3.0,384.0,0.09,3.0,1.8,2.839,181.0,-91.9329206186004,44.3269937729101,12/02/1999,1,M753.1X,,1999,1.44,0.08
2074,41009160,1.381,0.072,2.5,13.2,7.0,270.0,0.07,7.9,3.6,10.60285,90.0,-91.9650277809776,44.3797492094712,12/02/1999,1,M757.2Z,,1999,1.381,0.072
2075,41009161,1.488,0.092,4.7,11.7,3.0,393.0,,3.3,4.9,7.34395,178.0,-92.1340042423484,44.4232707508319,12/02/1999,1,M766.0I,,1999,1.488,0.092
2076,41009165,1.676,0.096,2.7,12.5,4.0,407.0,,3.5,5.9,9.84416,186.0,-92.1340042423484,44.4232707508319,12/13/1999,1,M766.0I,,1999,1.676,0.096
2077,41009170,1.553,0.101,2.8,12.5,3.0,405.0,,3.3,3.6,8.18656,168.0,-92.100457850966,44.4121000425779,12/13/1999,1,M764.3A,,1999,1.553,0.101
2078,41009172,1.488,0.09,2.2,13.0,2.0,399.0,0.05,1.3,1.8,3.048,170.0,-91.9329206186004,44.3269937729101,12/13/1999,1,M753.1X,,1999,1.488,0.09
2079,41009173,1.434,0.065,1.3,14.0,9.0,307.0,0.05,6.8,3.39,10.17568,73.0,-91.9650277809776,44.3797492094712,12/13/1999,1,M757.2Z,,1999,1.434,0.065
2080,41009174,1.643,0.038,2.0,13.1,4.0,196.0,,4.3,0.86,9.18112,86.0,-92.0841852655924,44.4101521483094,12/13/1999,1,CH00.1M,,1999,1.643,0.038
2081,41009175,1.989,0.086,2.0,12.7,3.0,401.0,0.45,2.5,1.4,6.11456,140.0,-91.9006882148743,44.2618124654878,12/15/1999,1,M747.3R,,1999,1.989,0.086
2082,41009176,4.436,0.06,1.8,12.6,4.0,610.0,,10.0,0.48,3.62816,48.0,-91.927464876255,44.2918850692161,12/15/1999,1,ZM00.1M,,1999,4.436,0.06
2083,41009177,1.66,0.089,2.0,12.3,3.0,387.0,,3.0,4.6,5.12,170.0,-91.9238723691241,44.3231816562913,12/15/1999,1,M752.8Y,,1999,1.66,0.089
2084,41009181,1.677,0.079,1.8,12.4,4.0,334.0,,4.4,2.9,7.6064,139.0,-91.9194452714098,44.3245533232048,12/13/1999,1,M752.8Z,,1999,1.677,0.079
2085,41009182,1.672,0.072,2.5,12.6,4.0,349.0,,4.2,3.6,8.60096,140.0,-91.8805425583996,44.2611846511353,12/15/1999,1,M746.9Y,,1999,1.672,0.072
2086,41009183,1.915,0.09,2.0,12.8,4.0,393.0,0.43,5.3,1.5,6.7776,150.0,-91.8786171498415,44.2352729380653,12/15/1999,1,M745.2L,,1999,1.915,0.09
2087,41009184,2.975,0.071,1.1,13.5,5.0,460.0,,5.7,2.3,8.35232,120.0,-91.8804483652946,44.2053915681163,12/15/1999,1,M743.0E,,1999,2.975,0.071
2088,41009185,2.48,0.079,0.8,13.5,5.0,437.0,0.23,5.6,1.3,10.25856,115.0,-91.8796291069656,44.2010710325737,12/15/1999,1,M742.6B,,1999,2.48,0.079
2089,41009186,1.869,0.087,1.7,13.4,4.0,389.0,,5.7,,6.94336,,-91.8115154090745,44.1602915361276,12/15/1999,1,M738.2F,,1999,1.869,0.087
2090,41009187,4.83,0.071,3.8,12.3,5.0,548.0,,8.1,,3.95968,,-91.922129028355,44.2087004968765,12/15/1999,1,WW01.3M,,1999,4.83,0.071
2091,41009202,1.807,0.075,0.0,12.2,3.0,364.0,0.05,1.6,3.42,5.5344,163.0,-91.9650277809776,44.3797492094712,12/28/1999,1,M757.2Z,,1999,1.807,0.075
2092,41009203,1.79,0.068,0.2,12.1,2.0,367.0,0.05,1.0,1.58,4.04256,182.0,-91.9329206186004,44.3269937729101,12/28/1999,1,M753.1X,,1999,1.79,0.068
2093,41009204,1.87,0.048,0.1,11.5,3.0,203.0,,1.8,0.7,3.95968,91.0,-92.0841852655924,44.4101521483094,12/28/1999,1,CH00.1M,,1999,1.87,0.048
2094,41009205,1.705,0.094,0.3,12.6,3.0,418.0,,2.3,6.6,8.35232,161.0,-92.100457850966,44.4121000425779,12/28/1999,1,M764.3A,,1999,1.705,0.094
2095,41009207,1.821,0.091,0.1,13.1,3.0,424.0,,3.1,4.98,8.76672,176.0,-92.1340042423484,44.4232707508319,12/28/1999,1,M766.0I,,1999,1.821,0.091
2096,41009228,2.058,0.078,0.1,12.4,3.0,414.0,0.36,2.7,2.8,4.78848,208.0,-91.8786171498415,44.2352729380653,12/30/1999,1,M745.2L,,1999,2.058,0.078
2097,41009229,1.932,0.077,0.5,13.7,2.0,413.0,0.19,2.0,2.2,6.3632,194.0,-91.8804483652946,44.2053915681163,12/30/1999,1,M743.0E,,1999,1.932,0.077
2098,41009230,3.229,0.064,0.4,13.2,3.0,478.0,0.16,1.8,1.5,5.28576,152.0,-91.8796291069656,44.2010710325737,12/30/1999,1,M742.6B,,1999,3.229,0.064
2099,41009231,1.748,0.086,0.8,13.4,3.0,371.0,,2.5,3.9,6.94336,169.0,-91.8805425583996,44.2611846511353,12/30/1999,1,M746.9Y,,1999,1.748,0.086
2100,41009232,1.837,0.076,0.2,12.4,3.0,397.0,,2.8,5.2,5.28576,221.0,-91.9194452714098,44.3245533232048,12/30/1999,1,M752.8Z,,1999,1.837,0.076
2101,41009233,1.734,0.084,0.2,11.6,2.0,354.0,,1.4,2.7,5.45152,161.0,-91.9238723691241,44.3231816562913,12/30/1999,1,M752.8Y,,1999,1.734,0.084
2102,41009237,4.479,0.064,0.1,10.8,6.0,597.0,,15.2,0.52,5.03712,52.0,-91.927464876255,44.2918850692161,12/30/1999,1,ZM00.1M,,1999,4.479,0.064
2103,41009238,2.145,0.095,0.1,12.3,3.0,419.0,0.38,2.3,1.6,4.95424,156.0,-91.9006882148743,44.2618124654878,12/30/1999,1,M747.3R,,1999,2.145,0.095
2104,41009239,1.926,0.08,0.2,13.4,3.0,394.0,,2.2,,4.87136,,-91.8115154090745,44.1602915361276,12/30/1999,1,M738.2F,,1999,1.926,0.08
2105,41009240,2.182,0.043,2.8,12.3,8.0,557.0,,21.0,,2.96512,,-91.922129028355,44.2087004968765,12/30/1999,1,WW01.3M,,1999,2.182,0.043
2106,41009254,1.927,0.08,0.0,12.4,3.0,363.0,0.03,2.2,3.37,4.53984,159.0,-91.9650277809776,44.3797492094712,01/13/2000,1,M757.2Z,,2000,1.927,0.08
2107,41009255,2.011,0.093,0.0,12.2,3.0,414.0,0.04,1.5,1.36,3.71104,164.0,-91.9329206186004,44.3269937729101,01/13/2000,1,M753.1X,,2000,2.011,0.093
2108,41009256,1.689,0.053,0.1,11.4,4.0,200.0,,1.7,0.55,2.2192,78.0,-92.0841852655924,44.4101521483094,01/13/2000,1,CH00.1M,,2000,1.689,0.053
2109,41009260,1.925,0.101,1.2,14.2,3.0,450.0,,1.9,6.5,4.78848,221.0,-92.100457850966,44.4121000425779,01/13/2000,1,M764.3A,,2000,1.925,0.101
2110,41009262,2.176,0.103,0.4,17.1,4.0,465.0,,17.4,5.22,28.49216,114.0,-92.1340042423484,44.4232707508319,01/13/2000,1,M766.0I,,2000,2.176,0.103
2111,41009266,2.203,0.094,0.0,13.4,4.0,415.0,,4.1,5.6,4.37408,222.0,-91.8115154090745,44.1602915361276,01/14/2000,1,M738.2F,,2000,2.203,0.094
2112,41009267,1.931,0.092,0.0,13.0,3.0,391.0,,3.0,9.8,5.70016,195.0,-91.808933467923,44.1618131926686,01/14/2000,1,M738.2M,,2000,1.931,0.092
2113,41009268,1.906,0.092,0.0,12.9,3.0,389.0,,3.1,6.2,4.45696,201.0,-91.8072455513149,44.1636502376637,01/14/2000,1,M738.2T,,2000,1.906,0.092
2114,41009269,4.793,0.06,0.1,12.7,4.0,571.0,,5.4,,1.47328,,-91.922129028355,44.2087004968765,01/14/2000,1,WW01.3M,,2000,4.793,0.06
2115,41009270,2.097,0.085,0.2,12.2,3.0,433.0,0.11,2.4,1.7,5.70016,174.0,-91.8804483652946,44.2053915681163,01/14/2000,1,M743.0E,,2000,2.097,0.085
2116,41009271,2.382,0.093,0.1,13.1,2.0,442.0,0.4,2.5,1.4,5.36864,142.0,-91.9006882148743,44.2618124654878,01/14/2000,1,M747.3R,,2000,2.382,0.093
2117,41009272,4.938,0.051,0.1,12.2,3.0,642.0,,5.7,0.45,1.72192,45.0,-91.927464876255,44.2918850692161,01/14/2000,1,ZM00.1M,,2000,4.938,0.051
2118,41009276,1.989,0.095,0.2,12.7,2.0,418.0,,2.5,5.7,6.11456,241.0,-91.9238723691241,44.3231816562913,01/14/2000,1,M752.8Y,,2000,1.989,0.095
2119,41009277,1.985,0.093,0.2,12.6,2.0,419.0,,2.5,9.7,6.52896,211.0,-91.92173466052,44.3241788292664,01/14/2000,1,M752.8M,,2000,1.985,0.093
2120,41009278,1.883,0.091,0.3,12.3,3.0,396.0,,2.9,3.8,4.87136,175.0,-91.9194452714098,44.3245533232048,01/14/2000,1,M752.8Z,,2000,1.883,0.091
2121,41009279,,,0.3,11.4,2.0,409.0,0.05,1.6,2.31,2.96512,217.0,-92.014100243378,44.3863503173773,01/24/2000,1,0014096,2.0,2000,1.07285134347548,0.14338080232031658
2122,41009280,,,0.4,12.0,3.0,409.0,0.06,1.2,5.61,3.62816,233.0,-92.0216468989168,44.3855149245208,01/24/2000,1,0014097,2.0,2000,2.602538760489266,0.16574125388816124
2123,41009281,,,0.2,11.4,4.0,406.0,0.02,5.2,0.15,3.95968,31.0,-92.0102434012383,44.3917186776349,01/24/2000,1,0014113,3.0,2000,1.6557700643153082,0.11829685220850575
2124,41009282,1.9,0.111,0.2,12.2,3.0,411.0,0.06,2.3,0.59,3.54528,67.0,-92.0045865329507,44.3921196586388,01/24/2000,1,0014039,3.0,2000,1.9,0.111
2125,41009284,,,0.0,10.1,6.0,429.0,0.0,6.4,0.5,8.68384,82.0,-92.0003486541335,44.3821794929069,01/24/2000,1,0014046,3.0,2000,1.8065747395759515,0.1151426623778852
2126,41009286,,,0.3,11.5,4.0,414.0,0.0,3.2,0.47,3.37952,73.0,-91.9858519618138,44.3856528384303,01/24/2000,1,0014044,3.0,2000,1.9550062989634918,0.25286721468026346
2127,41009287,,,0.3,11.8,2.0,416.0,0.0,1.7,0.65,4.2912,99.0,-91.9833804164546,44.3833801485543,01/24/2000,1,0014106,3.0,2000,1.4857792384658899,0.2284940987140784
2128,41009288,2.048,0.108,0.0,11.4,3.0,405.0,0.02,-1.0,0.87,4.12544,121.0,-91.9708205724607,44.3837178049211,01/24/2000,1,0014045,3.0,2000,2.048,0.108
2129,41009289,1.982,0.094,0.0,10.3,4.0,409.0,0.01,2.3,0.99,3.13088,110.0,-91.9763591701519,44.3900695844622,01/24/2000,1,0014042,3.0,2000,1.982,0.094
2130,41009294,,,0.0,12.2,3.0,404.0,0.01,2.2,1.33,3.4624,155.0,-91.9807684865802,44.3892087323138,01/24/2000,1,0014105,3.0,2000,1.5162861766899083,0.10538416010051373
2131,41009295,,,0.0,12.6,3.0,408.0,0.02,1.9,1.18,6.03168,132.0,-91.980752863471,44.3901088789386,01/24/2000,1,0014104,3.0,2000,1.6327958844992587,0.10348528244122279
2132,41009296,1.908,0.099,0.0,12.6,2.0,412.0,0.02,1.5,0.91,3.21376,115.0,-91.9813571130702,44.3914646985652,01/24/2000,1,0014041,3.0,2000,1.908,0.099
2133,41009297,,,0.1,10.2,4.0,405.0,0.02,2.2,0.66,2.71648,104.0,-91.9782108551294,44.3918867370518,01/24/2000,1,0014040,3.0,2000,1.556255871974864,0.1383596168971552
2134,41009298,,,0.2,11.9,2.0,407.0,0.01,1.3,0.62,5.70016,98.0,-91.9920123447929,44.3924595196984,01/24/2000,1,0014103,3.0,2000,1.7413251674776407,0.13724119683351937
2135,41009299,,,0.0,11.9,2.0,405.0,0.01,2.1,1.09,2.88224,141.0,-91.9863086762898,44.3955600381961,01/24/2000,1,0014102,3.0,2000,1.6715563749988356,0.09541474482661541
2136,41009300,1.955,0.097,0.1,11.8,3.0,405.0,0.01,1.8,0.81,5.45152,114.0,-91.9862698208377,44.3978104058382,01/24/2000,1,0014038,3.0,2000,1.955,0.097
2137,41009301,,,0.1,12.0,3.0,410.0,0.0,2.1,0.47,5.78304,80.0,-91.9881298130419,44.3991773268465,01/24/2000,1,0014112,3.0,2000,1.7355211835079962,0.16241117437323255
2138,41009302,,,0.6,14.1,2.0,472.0,,1.2,4.4,4.87136,239.0,-92.0953270244564,44.4108801458433,01/25/2000,1,0014080,1.0,2000,1.5140491422348445,0.0859136983199282
2139,41009303,2.432,0.052,0.1,6.5,7.0,344.0,,5.5,1.85,1.88768,91.0,-92.0602505662455,44.4051952193096,01/25/2000,1,0014006,1.0,2000,2.432,0.052
2140,41009304,,,0.4,11.8,3.0,411.0,0.02,1.5,1.34,2.79936,146.0,-92.0584392239044,44.4006788787454,01/25/2000,1,0014094,2.0,2000,2.0534841735510625,0.09573004813141134
2141,41009305,1.904,0.113,0.4,11.7,2.0,407.0,0.08,1.5,0.77,3.29664,82.0,-92.0590958782813,44.3988837202958,01/25/2000,1,0014021,2.0,2000,1.904,0.113
2142,41009309,,,0.2,11.5,2.0,409.0,0.04,1.9,1.23,5.03712,137.0,-92.0522702336744,44.3938757158234,01/25/2000,1,0014095,2.0,2000,2.0918100619003437,0.09130224663651329
2143,41009310,,,0.4,11.7,2.0,411.0,0.06,1.4,1.63,3.048,176.0,-92.0516497782522,44.3934204227474,01/25/2000,1,0014022,2.0,2000,1.6411610579348863,0.118806456746652
2144,41009311,,,0.3,7.6,6.0,399.0,0.02,3.4,1.24,3.29664,99.0,-92.0226699614643,44.3994781145114,01/25/2000,1,0014111,3.0,2000,1.3285059516696234,0.16581096432619252
2145,41009313,2.148,0.108,0.2,6.7,12.0,401.0,0.0,11.1,0.28,7.85504,,-92.0056742445293,44.4020322690472,01/25/2000,1,0014193,3.0,2000,2.148,0.108
2146,41009314,,,0.1,10.3,4.0,409.0,0.01,3.5,0.28,3.13088,51.0,-92.0019074273973,44.4019994131574,01/25/2000,1,0014101,3.0,2000,1.6173092969516691,0.13751209470775225
2147,41009388,,,0.3,12.1,2.0,415.0,,3.0,1.22,2.55072,152.0,-91.9259439747782,44.3319880366901,01/31/2000,1,0014084,1.0,2000,1.3458792210986834,0.12658048478800496
2148,41009389,1.948,0.093,0.1,11.7,4.0,407.0,,2.3,4.7,3.79392,206.0,-91.9210266891058,44.3265399204918,01/31/2000,1,0014013,1.0,2000,1.948,0.093
2149,41009390,,,0.4,12.1,2.0,413.0,,1.4,1.75,2.46784,190.0,-91.9272554888652,44.3288493307469,01/31/2000,1,0014089,2.0,2000,1.6311017421875031,0.13352143529331117
2150,41009391,,,0.3,12.2,3.0,413.0,,1.4,0.78,3.79392,102.0,-91.9297225899975,44.3311232128427,01/31/2000,1,0014119,3.0,2000,2.420112311879809,0.1257940973172648
2151,41009392,,,0.1,11.9,2.0,416.0,0.1,1.5,4.0,2.6336,260.0,-91.936579279272,44.3334379951338,01/31/2000,1,0014088,2.0,2000,2.571391529839418,0.13704257339800924
2152,41009393,1.977,0.105,0.0,12.0,3.0,410.0,0.09,1.5,5.6,4.37408,241.0,-91.9328985572995,44.3289021925407,01/31/2000,1,0014029,2.0,2000,1.977,0.105
2153,41009394,,,0.2,12.2,3.0,397.0,0.02,2.2,1.2,2.38496,153.0,-91.9348040226457,44.3275695364292,01/31/2000,1,0014109,3.0,2000,1.593,0.07100000000000001
2154,41009395,,,0.1,12.1,3.0,400.0,,1.3,1.69,4.53984,176.0,-91.9342422290022,44.3239631136485,01/31/2000,1,0014120,3.0,2000,1.747468649403978,0.11157149048425818
2155,41009396,,,0.0,12.2,3.0,400.0,,1.1,2.93,4.87136,208.0,-91.9405199010928,44.3235713704578,01/31/2000,1,0014121,3.0,2000,2.347940908533598,0.1354654580022419
2156,41009397,,,0.0,12.0,2.0,403.0,,1.7,1.62,7.93792,200.0,-91.9410496833605,44.3289780563912,01/31/2000,1,0014108,3.0,2000,2.284911681741698,0.11161988249848531
2157,41009398,1.919,0.092,0.1,12.2,3.0,395.0,,1.5,1.21,3.048,161.0,-91.944176665513,44.3294571528253,01/31/2000,1,0014047,3.0,2000,1.919,0.092
2158,41009399,,,0.1,11.8,2.0,404.0,,1.3,0.96,2.13632,118.0,-91.9521996719969,44.3367333924476,01/31/2000,1,0014056,3.0,2000,3.271000000011073,0.1564999999981545
2159,41009400,1.984,0.09,0.1,10.9,4.0,393.0,0.06,2.8,2.88,2.2192,164.0,-91.937011177201,44.3442455378902,01/31/2000,1,0014017,2.0,2000,1.984,0.09
2160,41009404,1.974,0.094,0.1,11.2,4.0,397.0,0.0,2.6,0.7,2.2192,98.0,-91.9406931565829,44.3487812083659,01/31/2000,1,0014054,3.0,2000,1.974,0.094
2161,41009405,2.011,0.096,0.2,11.6,3.0,400.0,0.04,2.0,1.11,3.37952,134.0,-91.9505680887156,44.3578752826199,01/31/2000,1,0014052,3.0,2000,2.011,0.096
2162,41009406,2.183,0.095,0.1,11.0,3.0,393.0,0.1,2.0,1.56,1.97056,174.0,-91.9499166505632,44.3592197310631,01/31/2000,1,0014027,2.0,2000,2.183,0.095
2163,41009407,,,0.3,11.9,3.0,412.0,0.01,2.3,2.96,2.79936,203.0,-91.9555386850864,44.3606217173498,01/31/2000,1,0014016,2.0,2000,1.7975606660288992,0.12851646382357398
2164,41009408,,,0.3,12.0,3.0,414.0,0.04,2.0,3.84,2.46784,235.0,-91.9555626744654,44.35927150108,01/31/2000,1,0014086,2.0,2000,1.7044449044868388,0.13338982410644912
2165,41009409,,,0.1,12.0,4.0,409.0,,2.0,1.08,4.53984,120.0,-91.9531174457113,44.3556479511634,01/31/2000,1,0014012,1.0,2000,2.0263875006246517,0.09846200009994427
2166,41009410,2.036,0.1,0.7,12.0,3.0,423.0,,1.5,3.7,4.2912,239.0,-91.9556266379302,44.3556709227435,01/31/2000,1,0014011,1.0,2000,2.036,0.1
2167,41009411,,,0.3,12.0,3.0,412.0,0.02,2.1,1.77,2.55072,204.0,-91.9607086756767,44.3521161141703,01/31/2000,1,0014087,2.0,2000,2.057254224647072,0.1007329042981749
2168,41009412,2.065,0.101,0.1,12.0,3.0,413.0,0.03,1.5,2.06,2.2192,234.0,-91.9601132511655,44.350310110982,01/31/2000,1,0014028,2.0,2000,2.065,0.101
2169,41009413,2.787,0.063,0.3,8.4,3.0,416.0,0.0,1.8,1.0,5.45152,134.0,-91.9258207267531,44.3387390824588,01/31/2000,1,0014055,3.0,2000,2.787,0.063
2170,41009414,,,1.3,0.1,11.0,572.0,0.0,11.0,2.42,52.03008,72.0,-91.9814473862214,44.3500522120569,02/01/2000,1,0014118,3.0,2000,1.6039988883759886,0.12868996869661248
2171,41009415,,,1.7,3.8,5.0,502.0,0.0,5.9,0.42,28.24352,74.0,-91.9869685253983,44.3573036479522,02/01/2000,1,0014117,3.0,2000,1.5982158574105632,0.12887626768073354
2172,41009416,,,1.6,3.7,4.0,505.0,0.0,4.7,0.66,25.0112,99.0,-91.986960770077,44.3577537246724,02/01/2000,1,0014227,3.0,2000,1.6235890503775559,0.12805887622944787
2173,41009418,2.06,0.114,0.3,12.1,3.0,418.0,0.0,5.5,0.24,14.56832,59.0,-91.9932186321408,44.3587093488295,02/01/2000,1,0014051,3.0,2000,2.06,0.114
2174,41009419,,,0.1,11.3,2.0,420.0,0.01,2.2,0.69,3.54528,99.0,-91.9975869808417,44.3600982075676,02/01/2000,1,0014107,3.0,2000,1.8297822920724314,0.12141640938290156
2175,41009420,,,0.2,12.4,2.0,424.0,0.03,1.9,0.39,1.8048,64.0,-92.0087123947834,44.3700984982124,02/01/2000,1,0014024,2.0,2000,1.1841173845486739,0.10120562150807659
2176,41009421,,,0.4,12.2,2.0,418.0,0.1,1.4,1.17,2.30208,117.0,-92.0049018923106,44.3727662296007,02/01/2000,1,0014023,2.0,2000,1.0325755622504946,0.1431287560214051
2177,41009422,2.149,0.095,0.8,12.2,2.0,425.0,,1.6,4.2,2.30208,291.0,-92.0079253564915,44.3795446938698,02/01/2000,1,0014007,1.0,2000,2.149,0.095
2178,41009423,,,0.6,12.2,2.0,421.0,,1.1,2.4,2.30208,241.0,-92.0179789460509,44.379631578034,02/01/2000,1,0014081,1.0,2000,1.4013727090895656,0.08333777003826087
2179,41009425,2.043,0.107,0.2,12.0,3.0,415.0,0.05,2.2,1.19,3.37952,150.0,-91.9722411401379,44.3742775768942,02/01/2000,1,0014015,2.0,2000,2.043,0.107
2180,41009426,,,0.1,11.8,2.0,410.0,0.01,1.8,4.6,2.71648,182.0,-91.9621693591696,44.3759870771641,02/01/2000,1,0014085,2.0,2000,1.953,0.087
2181,41009427,2.051,0.102,0.9,12.2,2.0,424.0,0.11,1.8,0.88,2.2192,88.0,-91.9623442194391,44.3660854893886,02/01/2000,1,0014025,2.0,2000,2.051,0.102
